Cast,Country,Date Added,Description,Director,Duration,Listed In,Rating,Release Year,Show Id,Title,Type
"César Mateo, María de Nati, Verónika Moral, Iñaki Ardanaz, Farah Hamed, Lisi Linder, Khaled Kouka, Óscar Zafra, Jesús Ruyman, Alfonso Torregrosa, Itziar Lazkano, Son Khoury, Youssef Bougarouane, Marcial Álvarez",Spain,8/16/2019,No one can be trusted after a terrorist bombing in Bilbao kills seven and destroys the lives of the suspected jihadi and everyone around him.,,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",TV-MA,2018,81078331,Victim Number 8,TV Show
"Luis Machín, Maria Merlino, Fabián Vena, Ana Chalentano, Nelly Prince, Victor Laplace, Silvia Pérez, Pilar Gamboa, Alberto Ajaka, Fabio Alberti, Martin Slipak, Martín Piroyansky, Paula Ransenberg",,6/18/2018,"This fictional series tells the stories of what happens to people when they feel caged in, whether physically, psychologically or emotionally.",,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",TV-MA,2018,80999727,Encerrados,TV Show
"Jesús Zavala, Ianis Guerrero, Mauro Mauad, Renato Gutz, Raúl Briones, Markin López, Guillermo Dorantes, Martha Claudia Moreno, Aldo Escalante, Sergio Mayer, Paola Moreno, Pedro Miguel Arce",United States,6/18/2018,Chava Iglesias's doting personal assistant Hugo Sánchez is tasked with leading Club de Cuervos to victory in Nicaragua – if only his mom will let him.,,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",TV-MA,2018,80195801,Club de Cuervos Presents: The Ballad of Hugo Sánchez,TV Show
"Juana Viale, Andrés Velencoso, Delfina Chaves, Osmar Nuñez, Germán Palacios, Juan Pablo Geretto, Sofía Gala, Daniel Pacheco, Daniel Hendler, Flavio Mendoza",Argentina,3/16/2018,"Revenge, passion and dark secrets push a successful fashion designer and single mother to her limits when she meets a handsome and mysterious man.",,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",TV-MA,2018,80112916,Edha,TV Show
"Diego Boneta, Juan Pablo Zurita, Camila Sodi, Óscar Jaenada, Izan Llunas, Paulina Dávila, Martín Bello, Anna Favella, César Bordón, Vanessa Bauche",Mexico,7/12/2019,"This series dramatizes the life story of Mexican superstar singer Luis Miguel, who has captivated audiences in Latin America and beyond for decades.",,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",TV-MA,2018,80191236,Luis Miguel - The Series,TV Show
"Tatsuomi Hamada, Kazuki Namioka, Yuki Yoda, Ayumu Mochizuki, Atsushi Arai, Akio Otsuka, Moro Morooka",Japan,5/22/2018,"There's an organization gathering espers for a nefarious purpose. Powerful psychic Mob, however, is just trying to be the protagonist of his own life.",,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies",TV-MA,2018,80213536,Mob Psycho 100,TV Show
"Tomer Kapon, Ninet Tayeb, Michael Aloni, Nadav Nates, Moshe Ashkenazi, Vanessa Chaplot, Yael Sharoni, Gil Frank, Oded Fehr, Dan Mor",Israel,1/10/2019,"Years after a bitter falling out, four Israeli military veterans reunite and travel to Colombia in search of a loved one they'd presumed to be dead.",,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",TV-MA,2018,81021294,When Heroes Fly,TV Show
"Ahu Türkpençe, Serkan Çayoğlu, Murat Arkin, Emir Benderlioğlu, Firat Doğruloğlu, Ahmet Pinar, Mesut Akusta",Turkey,12/21/2018,"Tasked with risky missions across Turkey, members of a special-operations police unit confront danger and tragedy both on the field and at home.",,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",TV-MA,2018,81007175,Wolf,TV Show
"Thati Lopes, Antonio Pedro Tabet, Karina Ramil, Rafael Portugal, Luis Lobianco",Brazil,6/25/2018,"Left deeply in debt after their boss flees the country, four import company employees start producing online video content to keep themselves afloat.",,1 Season,"International TV Shows, TV Comedies",TV-MA,2018,80996455,Borges,TV Show
"Fernando Mendonça, Sérgio Cantú, Wagner Follare, Pabllo Vittar, Silvetty Montilla, Rapha Vélez, Sylvia Salustti, Guilherme Briggs",Brazil,11/9/2018,"In this adult animated series, three gay co-workers lead double lives as drag queen superheroes, saving the LGBTQ community from evil nemeses.",,1 Season,"International TV Shows, TV Comedies",TV-MA,2018,80218634,Super Drags,TV Show
"Louis Cheung, Myolie Wu, Justin Cheung, Brian Chan, Raymond Chiu, Fish Liew, Lee Sheung Ching, Kaki Sham, Gregory Wong, Thor Lok",Hong Kong,4/30/2019,"The intimate lives of young men and women from Hong Kong are linked by loosely connected stories about love, lust, separation and deceit.",,1 Season,"International TV Shows, TV Comedies, TV Dramas",TV-MA,2018,81050394,Hong Kong West Side Stories,TV Show
"Akiyoshi Nakao, Tetsuji Tamayama, Hiroyuki Onoue, Shinji Rokkaku, Ikuji Nakamura, Yasuhi Nakamura, Mari Hamada",Japan,7/20/2018,"In the 1980s, a simple-minded fool named Hideaki meets comedy legend Sanma, changes his name to Jimmy and becomes a comedic superstar.",,1 Season,"International TV Shows, TV Comedies, TV Dramas",TV-MA,2018,80138672,Jimmy: The True Story of a True Idiot,TV Show
"Melani Olivares, Ivan Massagué, Yolanda Ramos, Nao Albet, Georgina Amorós, Leïti Sène, Nonna Cardoner",Spain,7/27/2018,"When an evicted single mom's estranged father dies, she and his second wife cover up his death after learning they've been written out of his will.",,1 Season,"International TV Shows, TV Comedies, TV Dramas",TV-MA,2018,80212251,Welcome to the Family,TV Show
"Tammy Chen, James Wen, Peggy Tseng, Denny Huang",,1/27/2019,"A Taipei doctor and a San Francisco engineer swap homes in a daring pact, embarking on journeys filled with trials, secrets and unexpected encounters.",,1 Season,"International TV Shows, TV Dramas",TV-MA,2018,80189619,A Taiwanese Tale of Two Cities,TV Show
"Enyinna Nwigwe, Adesua Etomi, Uru Eke, Zynnell Zuh, Obi Okolie, Anthony Monjaro, Emmanuel Emelu, Chinonye Chidolue, Lorenzo Menakaya, King Bawa",,12/15/2019,"For a group of charismatic undergraduates, the jolting revelations from a campus blog turn surviving university life into a serious matter.",Obi Emelonye,1 Season,"International TV Shows, TV Dramas",TV-MA,2018,81213155,"Crazy, Lovely, Cool",TV Show
"Parker Sawyers, Jacqueline McKenzie, Steve Toussaint, Tess Haubrich, Stephen Curry, Lewis Fitz-Gerald, Mark Leonard Winter",Australia,12/7/2018,"At top-secret U.S.-Australian joint defense facility Pine Gap, fissures appear in the critical alliance as spies work with, and against, each other.",Mat King,1 Season,"International TV Shows, TV Dramas",TV-MA,2018,80195198,Pine Gap,TV Show
"Amr Youssef, Amr Abdel Guelil, Saba Mubarak",Egypt,2/5/2019,An Egyptian doctor becomes a police informant and uses his rare gift of tracking ancient artifacts in the smuggling business.,,1 Season,"International TV Shows, TV Dramas",TV-MA,2018,81049774,Tayee,TV Show
"Ward El Kal, Aimée Sayah, Bassem Moughnie, Carlos Azar, Sara Abi Kanaan, Wesam Hanna",Lebanon,4/1/2019,"In feudalistic Lebanon, farmers revolt against the nobility under the leadership of a revolutionary figure who champions the oppressed.",,1 Season,"International TV Shows, TV Dramas",TV-MA,2018,81049612,Peasants Rebellion,TV Show
"Radhika Apte, Manav Kaul, Ratnabali Bhattacharjee, Mahesh Balraj",India,8/24/2018,"When a new prisoner at a military detention center exhibits eerie behavior, a young interrogator’s search for the truth becomes a battle for survival.",Patrick Graham,1 Season,"International TV Shows, TV Dramas, TV Horror",TV-MA,2018,80245450,GHOUL,TV Show
"Kerem Bürsin, Elçin Sangu, Birkan Sokullu, Selma Ergeç, Türkü Turan, Nilperi Şahinkaya, Efecan Şenolsun, Elit İşcan",Turkey,3/8/2019,"Driven by revenge, human-turned-vampire Mia sets out to vanquish Dmitry, a ruthless vampire leader who seeks an artifact that grants immortality.",,1 Season,"International TV Shows, TV Dramas, TV Horror",TV-MA,2018,81026095,Immortals,TV Show
"Daiki Shigeoka, Tomohiro Kamiyama, Kaya Kiyohara, Miu Tomita, Reika Kirishima, Shinji Rokkaku, Miu Suzuki, Riko Hisada, Megumi Seki, Shoko Nakajima",Japan,8/1/2018,"High schooler Ayumi's perfect world evaporates when her envious classmate Zenko somehow steals her body, her boyfriend and her life.",,1 Season,"International TV Shows, TV Dramas, TV Mysteries",TV-MA,2018,80230018,Switched,TV Show
"Chicha Amatayakul, Thanawetch Siriwattanakul, Pajaree Nantarat, Thitinan Khlangphet, Chonnikan Netjui, Nutthasit Kotimanuswanich, Tatchapol Thitiapichai, Chanicha Boonpanuvichit, Morakot Liu, Ekawat Niratvorapanya, Anuchit Sapanpong, Awat Ratanapintha, Claudia Chakrapan, Piyathida Woramusik, Apasiri Kittithanon, Kunchanuj Kengkarnka, Nutnicha Lueanganankhun",Thailand,11/1/2018,"A mysterious, clever girl named Nanno transfers to different schools, exposing the lies and misdeeds of the students and faculty at every turn.",,1 Season,"International TV Shows, TV Dramas, TV Mysteries",TV-MA,2018,80241947,Girl from Nowhere,TV Show
,United Kingdom,12/31/2018,Self-made social media celebrities share the stories of how they built their online empires and where they plan to take their unexpected fame next.,,1 Season,Reality TV,TV-MA,2018,81032812,Inst@famous,TV Show
"Josh Leyva, Ngaio Bealum",United States,6/22/2018,"In the first-ever competitive cannabis cooking show, two chefs prepare mouthwatering marijuana-infused dishes for a panel of very chill celeb judges.",,1 Season,Reality TV,TV-MA,2018,80988793,Cooking on High,TV Show
,United States,11/9/2018,Nine struggling musicians share the spotlight in this deeply personal reality series about the challenges and thrills of staging a Hollywood showcase.,,1 Season,Reality TV,TV-MA,2018,80201862,Westside,TV Show
Robert Hall,United States,12/31/2018,Welcome to the irreverent world of Robert Hall – aka Slobby Robby – a pop culture junkie who buys and sells collectable goods from the '80s and '90s.,,1 Season,Reality TV,TV-MA,2018,81029647,Slobby's World,TV Show
"Natasha Leggero, Moshe Kasher",United States,4/17/2018,"Impending parenthood does funny things to Natasha Leggero and Moshe Kasher, who dissect family, relationships and more in a trio of stand-up specials.",,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",TV-MA,2018,80213655,The Honeymoon Stand Up Special,TV Show
,United States,5/27/2018,Nobody's safe as Michelle Wolf unapologetically takes aim in this weekly topical show that blends sketches with live comedy and in-studio guests.,,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",TV-MA,2018,80239459,The Break with Michelle Wolf,TV Show
"Jeff Ross, Dave Attell",United States,11/27/2018,"When Jeff Ross and Dave Attell take the stage, no one is safe. With the help of special guests, they're packing a lot of laughs into one epic weekend.",,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",TV-MA,2018,80216094,Bumping Mics with Jeff Ross & Dave Attell,TV Show
"Tom Kenny, David Herman, Sarah Chalke, Kyle Kinane, Dana Snyder, Cedric Yarbrough, Grey Griffin, John DiMaggio, Roger Black, Waco O'Guin",United States,8/31/2018,"An eager young rookie joins the ragtag small-town police force led by his dad as they bumble, squabble and snort their way through a big drug case.",,1 Season,TV Comedies,TV-MA,2018,80191522,Paradise PD,TV Show
"Tracy Morgan, Tiffany Haddish, Cedric the Entertainer, Allen Maldonado, Ryan Gaul, Taylor Mosby, Dante Hoagland, Joel Marsh Garland, Gino Vento, Derek Gaines, Daniel J. Watts, Malik Yoba, Edi Patterson",United States,12/5/2018,"After 15 years behind bars, a kindhearted ex-drug dealer returns to Brooklyn looking for a fresh start, only to discover things have changed. A lot.",,1 Season,TV Comedies,TV-MA,2018,80204730,The Last O.G.,TV Show
"Jimmy Carr, D.L. Hughley, Katherine Ryan",United States,12/14/2018,"Comedians Jimmy Carr, D.L. Hughley and Katherine Ryan tackle the world's woes with help from a rotating crew of funny guests and an actual expert.",,1 Season,TV Comedies,TV-MA,2018,80216124,The Fix,TV Show
"Mj Rodriguez, Billy Porter, Evan Peters, Kate Mara, James Van Der Beek, Dominique Jackson, Angelica Ross, Hailie Sahar, Ryan Jamaal Swain, Indya Moore, Dyllon Burnside",United States,5/10/2019,"In 1987 New York, LGBTQ ball fixture Blanca starts her own house, soon becoming mother to a gifted dancer and a sex worker in love with a yuppie client.",,1 Season,TV Dramas,TV-MA,2018,80241986,Pose,TV Show
"Eoin Macken, David Ajala, Jodie Turner-Smith, Angus Sampson, Sam Strike, Maya Eshet, Brían F. O'Byrne, Gretchen Mol, Miranda Raison",United States,12/2/2019,"With humankind's future at stake, a group of scientists and a powerful telepath venture into the void aboard a spaceship full of secrets.",,1 Season,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy",TV-MA,2018,80202133,Nightflyers,TV Show
"Mike Smith, John Paul Tremblay, Robb Wells, John Dunsworth, Patrick Roach, Cory Bowles, Lucy Decoutere, Barrie Dunn, Sarah Dunsworth, Jeanna Harrison, Michael Jackson, Garry James, Tyrone Parsons, Shelley Thompson, Jonathan Torrens",Canada,3/30/2018,Follow the booze-fueled misadventures of three longtime pals and petty serial criminals who run scams from their Nova Scotia trailer park.,,12 Seasons,"Classic & Cult TV, Crime TV Shows, International TV Shows",TV-MA,2018,70153385,Trailer Park Boys,TV Show
"Yuto Uemura, Yuuka Aisaka, Nobunaga Shimazaki, Yuuichirou Umehara, Toshihiko Seki, Jouji Nakata, Rina Satou, Tomokazu Sugita, Hiro Shimono, Ayane Sakura, Urara Takano, Kohei Murakami, Maaya Uchida, Takaya Kuroda, Michiko Neya, Takaya Hashi",Japan,7/30/2018,"A young man becomes host to a legendary infernal sword and, with the fate of humanity now in his arm, wields its demonic power against his enemies.",,2 Seasons,"Anime Series, International TV Shows",TV-MA,2018,80175350,SWORDGAI The Animation,TV Show
"Atsushi Abe, Sakura Tange, Kana Ueda, Hiroshi Kamiya, Noriko Shitaya, Kohsuke Toriumi, Urara Takano, Ai Nonaka, Kunihiko Yasui, Takahiro Mizushima",Japan,10/30/2018,"Hakuno Kishinami finds himself in the midst of a Holy Grail war with no memories of how he got there. Through his confusion, he must fight to survive.",,2 Seasons,"Anime Series, International TV Shows",TV-MA,2018,80185145,Fate/EXTRA Last Encore,TV Show
"Nobunaga Shimazaki, Takayuki Sugo, Bin Shimada, Rikiya Koyama, Takuya Eguchi, Banjo Ginga, Takehito Koyasu, Kenjiro Tsuda, Chafurin, Issei Futamata, Mugihito, Yoshihisa Kawahara, Sora Amamiya, Toru Furuya",Japan,4/30/2019,"While martial arts champion Baki Hanma trains hard to surpass his legendary father, five violent death row inmates descend upon Tokyo to take him on.",,2 Seasons,"Anime Series, International TV Shows",TV-MA,2018,80204451,BAKI,TV Show
"Richard Armitage, James Callis, Graham McTavish, Alejandra Reynoso, Tony Amendola, Matt Frewer, Emily Swallow",United States,10/26/2018,A vampire hunter fights to save a besieged city from an army of otherworldly beasts controlled by Dracula himself. Inspired by the classic video games.,,2 Seasons,"Anime Series, TV Horror, TV Thrillers",TV-MA,2018,80095241,Castlevania,TV Show
"Rupert Grint, Nick Frost, Don Johnson, Lindsay Lohan, Pippa Bennett-Warner, Marama Corlett, Karl Theobald, Belinda Stewart-Wilson, Camilla Beeput, Dustin Demri-Burns, Tolu Ogunmefun",United Kingdom,11/23/2018,"After slacker Daniel Glass is misdiagnosed with cancer, his lies lead him into an absurd web of fraud, blackmail, suspicion and misadventure.",,2 Seasons,"British TV Shows, International TV Shows, TV Comedies",TV-MA,2018,80998905,Sick Note,TV Show
"Olivia Colman, Julian Barratt, Daniel Rigby, Sophia Di Martino, Leila Hoffman, Will Sharpe, Harriet Walter",United Kingdom,12/15/2018,"Between a troubled marriage, a senile granny and twin siblings constantly in rivalry, a crumbling household struggles to barely keep it together.",,2 Seasons,"British TV Shows, TV Comedies, TV Dramas",TV-MA,2018,81040405,Flowers,TV Show
,United States,7/10/2018,"Witness the stories of history's most notorious kingpins, their terrifying enforcers, and the men and women who've sworn to bring them down.",,2 Seasons,"Crime TV Shows, Docuseries",TV-MA,2018,80177803,Drug Lords,TV Show
